의원,정당,섹터,종목,관할위원회,거래수,순매수K,기업로비M,PAC후원,score
Robert J. Wittman,R,산업재,UNP,House Committee on Armed Services,1,8,0.0,,1
Roger Williams,R,금융,JPM,House Committee on Financial Services,1,8,0.0,,1
Ron L Wyden,D,헬스케어,PFE,Senate Committee on Finance,1,-8,0.0,,1
Sara Jacobs,D,산업재,UPS,House Committee on Armed Services,1,0,0.0,,1
Scott DesJarlais,R,산업재,UPS,House Committee on Armed Services,1,-8,0.0,,1
Sheldon Whitehouse,D,기술/반도체,ADI,Senate Committee on the Judiciary,1,-33,0.0,,1
Sheldon Whitehouse,D,헬스케어,BIIB,Senate Committee on Finance,1,-8,0.0,,1
Sheldon Whitehouse,D,커뮤니케이션,CMCSA,Senate Committee on the Judiciary,1,-33,0.0,,1
Sheldon Whitehouse,D,헬스케어,ILMN,Senate Committee on Finance,1,-8,0.0,,1
Sheldon Whitehouse,D,헬스케어,JNJ,Senate Committee on Finance,1,-33,0.0,,1
Sheldon Whitehouse,D,기술/반도체,MCHP,Senate Committee on the Judiciary,1,-33,0.0,,1
Sheldon Whitehouse,D,헬스케어,PFE,Senate Committee on Finance,1,-8,0.0,,1
Sheldon Whitehouse,D,기술/반도체,TEL,Senate Committee on the Judiciary,1,-8,0.0,,1
Sheldon Whitehouse,D,커뮤니케이션,WBD,Senate Committee on the Judiciary,1,-8,0.0,,1
Shelley M Capito,R,소재,APD,Senate Committee on Environment and Public,1,-8,0.0,,1
Shelley M Capito,R,기술/반도체,ASML,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,CARR,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,CSX,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,DE,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,GD,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,기술/반도체,GDDY,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,GE,"Senate Committee on Commerce, Science, and",1,8,0.0,,1
Shelley M Capito,R,커뮤니케이션,GOOG,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,LHX,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,소재,LIN,Senate Committee on Environment and Public,1,-8,0.0,,1
Shelley M Capito,R,산업재,MMM,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,OTIS,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,RTX,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,SAFRY,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,에너지,SHEL,Senate Committee on Environment and Public,1,-8,0.0,,1
Shelley M Capito,R,소재,SHW,Senate Committee on Environment and Public,1,8,0.0,,1
Shelley M Capito,R,에너지,SLB,Senate Committee on Environment and Public,1,-8,0.0,,1
Shelley M Capito,R,커뮤니케이션,T,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,기술/반도체,TSM,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,산업재,UPS,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Shelley M Capito,R,커뮤니케이션,VZ,"Senate Committee on Commerce, Science, and",1,-8,0.0,,1
Sheri Biggs,R,기술/반도체,CSCO,"House Committee on Science, Space, and Tec",1,0,0.0,,1
Sheri Biggs,R,기술/반도체,FIS,"House Committee on Science, Space, and Tec",1,0,0.0,,1
Sheri Biggs,R,기술/반도체,INFY,"House Committee on Science, Space, and Tec",1,-8,0.0,,1
Sheri Biggs,R,산업재,NOC,House Committee on Homeland Security,1,0,0.0,,1
Sheri Biggs,R,산업재,NSC,House Committee on Homeland Security,1,-33,0.0,,1
Sheri Biggs,R,기술/반도체,PAYX,"House Committee on Science, Space, and Tec",1,0,0.0,,1
Sheri Biggs,R,기술/반도체,TEL,"House Committee on Science, Space, and Tec",1,0,0.0,,1
Sheri Biggs,R,기술/반도체,TSM,"House Committee on Science, Space, and Tec",1,-8,0.0,,1
Sheri Biggs,R,기술/반도체,TXN,"House Committee on Science, Space, and Tec",1,0,0.0,,1
Sheri Biggs,R,산업재,UPS,House Committee on Homeland Security,1,-8,0.0,,1
Steve Cohen,D,커뮤니케이션,CHTR,House Committee on the Judiciary,1,-8,0.0,,1
Susie Lee,R,에너지,BP,House Committee on Natural Resources,1,-8,0.0,,1
Susie Lee,R,에너지,MPC,House Committee on Natural Resources,1,-8,0.0,,1
Thomas H Tuberville,R,헬스케어,BDX,"Senate Committee on Health, Education, Lab",1,-33,0.0,,1
Thomas H Tuberville,R,산업재,CARR,Senate Committee on Armed Services,1,-8,0.0,,1
Thomas H Tuberville,R,헬스케어,CVS,"Senate Committee on Health, Education, Lab",1,-8,0.0,,1
Thomas H Tuberville,R,산업재,FDX,Senate Committee on Armed Services,1,-8,0.0,,1
Thomas H Tuberville,R,산업재,GD,Senate Committee on Armed Services,1,-33,0.0,,1
Thomas H Tuberville,R,산업재,GE,Senate Committee on Armed Services,1,-33,0.0,,1
Thomas H Tuberville,R,산업재,LMT,Senate Committee on Armed Services,1,-33,0.0,,1
Thomas H Tuberville,R,헬스케어,NVO,"Senate Committee on Health, Education, Lab",1,-33,0.0,,1
Thomas H Tuberville,R,산업재,RTX,Senate Committee on Armed Services,1,-8,0.0,,1
Thomas H Tuberville,R,산업재,UPS,Senate Committee on Armed Services,1,-33,0.0,,1
Thomas H Tuberville,R,산업재,VRSK,Senate Committee on Armed Services,1,-8,0.0,,1
Thomas H Tuberville,R,헬스케어,ZTS,"Senate Committee on Health, Education, Lab",1,-8,0.0,,1
Thomas H. Kean,R,기술/반도체,ADBE,House Committee on Energy and Commerce,1,-8,0.0,,1
Thomas H. Kean,R,커뮤니케이션,BATRK,House Committee on Energy and Commerce,1,0,0.0,,1
Thomas H. Kean,R,커뮤니케이션,GOOG,House Committee on Energy and Commerce,1,-8,0.0,,1
Thomas H. Kean,R,커뮤니케이션,LBRDK,House Committee on Energy and Commerce,1,0,0.0,,1
Thomas H. Kean,R,커뮤니케이션,SIRI,House Committee on Energy and Commerce,1,0,0.0,,1
Thomas H. Kean,R,헬스케어,TMO,House Committee on Energy and Commerce,1,8,0.0,,1
Thomas H. Kean,R,헬스케어,WAT,House Committee on Energy and Commerce,1,75,0.0,,1
Thomas R. Suozzi,D,헬스케어,CVS,House Committee on Ways and Means,1,-8,0.0,,1
Thomas Suozzi,D,헬스케어,AZN,House Committee on Ways and Means,1,0,0.0,,1
Thomas Suozzi,D,헬스케어,CI,House Committee on Ways and Means,1,0,0.0,,1
Tim Moore,D,금융,BLK,House Committee on Financial Services,1,0,0.0,,1
Tina Smith,D,헬스케어,ABT,Senate Committee on Finance,1,-375,0.0,,1
Tina Smith,D,금융,HBAN,"Senate Committee on Banking, Housing, and ",1,-175,0.0,,1
Tina Smith,D,헬스케어,MDT,Senate Committee on Finance,1,-175,0.0,,1
Valerie Hoyle,D,소재,CF,House Committee on Natural Resources,1,8,0.0,,1
Valerie Hoyle,D,산업재,CSX,House Committee on Transportation and Infr,1,-8,0.0,,1
Valerie Hoyle,D,산업재,LHX,House Committee on Transportation and Infr,1,-8,0.0,,1
Valerie Hoyle,D,산업재,MMM,House Committee on Transportation and Infr,1,-8,0.0,,1
Valerie Hoyle,D,산업재,NSC,House Committee on Transportation and Infr,1,-8,0.0,,1
Valerie Hoyle,D,산업재,UPS,House Committee on Transportation and Infr,1,-8,0.0,,1
Valerie Hoyle,D,산업재,VRT,House Committee on Transportation and Infr,1,8,0.0,,1
William R. Keating,D,산업재,BA,House Committee on Armed Services,1,8,0.0,,1
William R. Keating,D,산업재,NOC,House Committee on Armed Services,1,8,0.0,,1
William R. Keating,D,산업재,TDG,House Committee on Armed Services,1,8,0.0,,1
Zoe Lofgren,D,커뮤니케이션,TMUS,House Committee on the Judiciary,1,-8,0.0,,1
