ticker,member_last,member_first,state,party,amount
CMI,Newhouse,Dan,WA,Republican,2000
CMI,Gonzalez,Vicente,TX,Democrat,2000
CMI,Dingell,Debbie,MI,Democrat,2000
CMI,Lofgren,Zoe,CA,Democrat,2000
CMI,Diaz-Balart,Mario,FL,Republican,2000
CMI,Collins,Susan,ME,Republican,2000
CMI,Collins,Mike,GA,Republican,2000
CMI,Cassidy,Bill,LA,Republican,2000
CMI,Ross,Deborah,NC,Democrat,2000
CMI,Van Hollen,Chris,MD,Democrat,2000
CMI,DeLauro,Rosa,CT,Democrat,2000
CMI,Tonko,Paul,NY,Democrat,2000
CMI,DelBene,Suzan,WA,Democrat,2000
CMI,Simpson,Michael,ID,Republican,2000
CMI,Blumenthal,Richard,CT,Democrat,2000
CMI,Walberg,Tim,MI,Republican,1000
CMI,Sewell,Terri,AL,Democrat,1000
CMI,Schakowsky,Janice,IL,Democrat,1000
CMI,Grassley,Charles,IA,Republican,1000
CMI,Hyde-Smith,Cindy,MS,Republican,1000
CMI,Issa,Darrell,CA,Republican,1000
CMI,Peters,Scott,CA,Democrat,1000
COF,Smith,Jason,MO,Republican,7000
COF,Hagerty,Bill,TN,Republican,6000
COF,Sewell,Terri,AL,Democrat,5000
COF,Heinrich,Martin,NM,Democrat,5000
COF,Panetta,Jimmy,CA,Democrat,3500
COF,Jeffries,Hakeem,NY,Democrat,2500
COF,Gottheimer,Josh,NJ,Democrat,2500
COF,Davidson,Warren,OH,Republican,2500
COF,Schneider,Bradley,IL,Democrat,2500
COF,Harder,Josh,CA,Democrat,2500
COF,Morelle,Joseph,NY,Democrat,2500
COF,Neguse,Joe,CO,Democrat,2500
COF,Guthrie,Brett,KY,Republican,2500
COF,Kelly,Mike,PA,Republican,2000
COF,DelBene,Suzan,WA,Democrat,1000
COF,Houchin,Erin,IN,Republican,1000
COF,Feenstra,Randy,IA,Republican,1000
COF,Smith,Adrian,NE,Republican,1000
COF,Lofgren,Zoe,CA,Democrat,1000
COF,Schweikert,David,AZ,Republican,1000
COF,Pfluger,August,TX,Republican,1000
COF,Gomez,Jimmy,CA,Democrat,1000
COP,Gonzalez,Vicente,TX,Democrat,10000
COP,Johnson,Henry,GA,Democrat,10000
COP,Johnson,Ron,WI,Republican,10000
COP,Johnson,Mike,LA,Republican,10000
COP,Johnson,Dusty,SD,Republican,10000
COP,Johnson,Julie,TX,Democrat,10000
COP,Arrington,Jodey,TX,Republican,10000
COP,Barrasso,John,WY,Republican,10000
COP,Fischer,Deb,NE,Republican,10000
COP,Scalise,Steve,LA,Republican,10000
COP,Westerman,Bruce,AR,Republican,10000
COP,Crenshaw,Dan,TX,Republican,7500
COP,Pfluger,August,TX,Republican,7500
COP,Garcia,Sylvia,TX,Democrat,7500
COP,Armstrong,Alan,OK,Republican,5000
COP,Ricketts,Pete,NE,Republican,5000
COP,Fletcher,Lizzie,TX,Democrat,5000
COP,Smith,Jason,MO,Republican,5000
COP,Stauber,Pete,MN,Republican,5000
COP,Sheehy,Tim,MT,Republican,5000
COP,Fedorchak,Julie,ND,Republican,5000
COP,Cuellar,Henry,TX,Democrat,5000
COP,Costa,Jim,CA,Democrat,3500
COP,Newhouse,Dan,WA,Republican,2500
COP,Ciscomani,Juan,AZ,Republican,2500
COP,Guthrie,Brett,KY,Republican,2500
COP,James,John,MI,Republican,2500
COP,Horsford,Steven,NV,Democrat,2500
COP,Huffman,Jared,CA,Democrat,2500
COP,Veasey,Marc,TX,Democrat,2500
COP,Miller-Meeks,Mariannette,IA,Republican,2500
COP,Bentz,Cliff,OR,Republican,2000
COP,Bacon,Don,NE,Republican,1000
COP,Schweikert,David,AZ,Republican,1000
COP,Valadao,David,CA,Republican,1000
COP,Calvert,Ken,CA,Republican,1000
COP,Sewell,Terri,AL,Democrat,1000
COP,Fitzpatrick,Brian,PA,Republican,1000
CSCO,Lofgren,Zoe,CA,Democrat,10000
CSCO,Jeffries,Hakeem,NY,Democrat,10000
CSCO,Barrasso,John,WY,Republican,7500
CSCO,Pallone,Frank,NJ,Democrat,6500
CSCO,Blunt Rochester,Lisa,DE,Democrat,5000
CSCO,Clark,Katherine,MA,Democrat,5000
CSCO,McConnell,Mitch,KY,Republican,5000
CSCO,Thune,John,SD,Republican,5000
CSCO,Sullivan,Dan,AK,Republican,5000
CSCO,Veasey,Marc,TX,Democrat,5000
CSCO,Liccardo,Sam,CA,Democrat,5000
CSCO,Guthrie,Brett,KY,Republican,5000
CSCO,Tillis,Thom,NC,Republican,5000
CSCO,Fischer,Deb,NE,Republican,4500
CSCO,Clyburn,James,SC,Democrat,3500
CSCO,Ivey,Glenn,MD,Democrat,3500
CSCO,Aguilar,Pete,CA,Democrat,3500
CSCO,Smith,Jason,MO,Republican,3000
CSCO,Cornyn,John,TX,Republican,2500
CSCO,Scalise,Steve,LA,Republican,2500
CSCO,Daines,Steve,MT,Republican,2500
CSCO,Issa,Darrell,CA,Republican,2500
CSCO,Hinson,Ashley,IA,Republican,2500
CSCO,Budd,Ted,NC,Republican,2500
CSCO,Ross,Deborah,NC,Democrat,2500
CSCO,Neal,Richard,MA,Democrat,2500
CSCO,Warner,Mark,VA,Democrat,2500
CSCO,Lee,Laurel,FL,Republican,2500
CSCO,Young,Todd,IN,Republican,2500
CSCO,Thompson,Bennie,MS,Democrat,2000
CSCO,Thompson,Mike,CA,Democrat,2000
CSCO,Thompson,Glenn,PA,Republican,2000
CSCO,Collins,Susan,ME,Republican,2000
CSCO,Collins,Mike,GA,Republican,2000
CSCO,Letlow,Julia,LA,Republican,2000
CSCO,Johnson,Henry,GA,Democrat,2000
CSCO,Johnson,Ron,WI,Republican,2000
CSCO,Johnson,Mike,LA,Republican,2000
CSCO,Johnson,Dusty,SD,Republican,2000
CSCO,Johnson,Julie,TX,Democrat,2000
CSCO,Feenstra,Randy,IA,Republican,2000
CSCO,Estes,Ron,KS,Republican,2000
CSCO,Horsford,Steven,NV,Democrat,2000
CSCO,Lieu,Ted,CA,Democrat,1000
CSCO,Panetta,Jimmy,CA,Democrat,1000
CSCO,Lankford,James,OK,Republican,1000
CSCO,Dingell,Debbie,MI,Democrat,1000
CSX,Rutherford,John,FL,Republican,10000
CSX,Smith,Jason,MO,Republican,10000
CSX,Clyburn,James,SC,Democrat,10000
CSX,DelBene,Suzan,WA,Democrat,10000
CSX,Bean,Aaron,FL,Republican,10000
CSX,Scott,Rick,FL,Republican,10000
CSX,Ricketts,Pete,NE,Republican,10000
CSX,Palmer,Gary,AL,Republican,10000
CSX,Carter,Troy,LA,Democrat,9500
CSX,Barrasso,John,WY,Republican,7500
CSX,Larsen,Rick,WA,Democrat,7000
CSX,Webster,Daniel,FL,Republican,7000
CSX,Burlison,Eric,MO,Republican,7000
CSX,Diaz-Balart,Mario,FL,Republican,6000
CSX,Fischer,Deb,NE,Republican,6000
CSX,Stauber,Pete,MN,Republican,6000
CSX,Menendez,Robert,NJ,Democrat,5000
CSX,Wilson,Frederica,FL,Democrat,5000
CSX,Thompson,Bennie,MS,Democrat,5000
CSX,Thompson,Mike,CA,Democrat,5000
CSX,Thompson,Glenn,PA,Republican,5000
CSX,Scalise,Steve,LA,Republican,5000
CSX,Jeffries,Hakeem,NY,Democrat,5000
CSX,Sewell,Terri,AL,Democrat,4500
CSX,DeLauro,Rosa,CT,Democrat,4000
CSX,Cohen,Steve,TN,Democrat,4000
CSX,Brownley,Julia,CA,Democrat,4000
CSX,Bost,Mike,IL,Republican,4000
CSX,Strickland,Marilyn,WA,Democrat,4000
CTAS,McGuire,John,VA,Republican,5500
CTAS,Tillis,Thom,NC,Republican,3000
CTAS,Huffman,Jared,CA,Democrat,2750
CTAS,Balderson,Troy,OH,Republican,2500
CTAS,Johnson,Henry,GA,Democrat,2500
CTAS,Johnson,Ron,WI,Republican,2500
CTAS,Johnson,Mike,LA,Republican,2500
CTAS,Johnson,Dusty,SD,Republican,2500
CTAS,Johnson,Julie,TX,Democrat,2500
CTAS,Scalise,Steve,LA,Republican,2500
CTAS,Cassidy,Bill,LA,Republican,2000
CTAS,Thompson,Bennie,MS,Democrat,2000
CTAS,Thompson,Mike,CA,Democrat,2000
CTAS,Thompson,Glenn,PA,Republican,2000
CTAS,Van Duyne,Beth,TX,Republican,2000
CTAS,Sewell,Terri,AL,Democrat,1000
CTAS,Schmidt,Derek,KS,Republican,1000
CTAS,Young,Todd,IN,Republican,1000
CTAS,Marshall,Roger,KS,Republican,1000
CTSH,Daines,Steve,MT,Republican,5000
CTSH,Gottheimer,Josh,NJ,Democrat,5000
CTSH,Panetta,Jimmy,CA,Democrat,5000
CTSH,Pallone,Frank,NJ,Democrat,5000
CTSH,Warner,Mark,VA,Democrat,5000
CTSH,Van Duyne,Beth,TX,Republican,5000
CTSH,Jeffries,Hakeem,NY,Democrat,5000
CTSH,Stevens,Haley,MI,Democrat,2500
CTSH,Veasey,Marc,TX,Democrat,2500
CTSH,Lee,Laurel,FL,Republican,2500
CTSH,Ross,Deborah,NC,Democrat,2500
CTSH,Obernolte,Jay,CA,Republican,1000
CTSH,Kiggans,Jennifer,VA,Republican,1000
CTSH,Estes,Ron,KS,Republican,1000
CTSH,Menendez,Robert,NJ,Democrat,1000
CTVA,Thompson,Bennie,MS,Democrat,7500
CTVA,Thompson,Mike,CA,Democrat,7500
CTVA,Thompson,Glenn,PA,Republican,7500
CTVA,Fischer,Deb,NE,Republican,6000
CTVA,Blunt Rochester,Lisa,DE,Democrat,5500
CTVA,Newhouse,Dan,WA,Republican,5500
CTVA,Hinson,Ashley,IA,Republican,4500
CTVA,Bishop,Sanford,GA,Democrat,4500
CTVA,Smith,Adrian,NE,Republican,4000
CTVA,Kustoff,David,TN,Republican,4000
CTVA,Finstad,Brad,MN,Republican,4000
CTVA,Panetta,Jimmy,CA,Democrat,3500
CTVA,Johnson,Henry,GA,Democrat,3000
CTVA,Johnson,Ron,WI,Republican,3000
CTVA,Johnson,Mike,LA,Republican,3000
CTVA,Johnson,Dusty,SD,Republican,3000
CTVA,Johnson,Julie,TX,Democrat,3000
CTVA,Miller-Meeks,Mariannette,IA,Republican,3000
CTVA,Boozman,John,AR,Republican,2500
CTVA,Hyde-Smith,Cindy,MS,Republican,2500
CTVA,Moolenaar,John,MI,Republican,2500
CTVA,Craig,Angie,MN,Democrat,2000
CTVA,Padilla,Alejandro,CA,Democrat,2000
CTVA,Klobuchar,Amy,MN,Democrat,1500
CTVA,Brown,Shontel,OH,Democrat,1500
CTVA,Bacon,Don,NE,Republican,1500
CTVA,Smith,Jason,MO,Republican,1500
CTVA,Grassley,Charles,IA,Republican,1500
CTVA,Feenstra,Randy,IA,Republican,1500
CTVA,Fong,Vince,CA,Republican,1000
CTVA,Carter,Troy,LA,Democrat,1000
CTVA,Young,Todd,IN,Republican,1000
CTVA,Costa,Jim,CA,Democrat,1000
CTVA,Jackson,Ronny,TX,Republican,1000
CTVA,Jackson,Jonathan,IL,Democrat,1000
CTVA,Buchanan,Vern,FL,Republican,500
CVS,Schneider,Bradley,IL,Democrat,10000
CVS,Neal,Richard,MA,Democrat,10000
CVS,Clark,Katherine,MA,Democrat,10000
CVS,Schweikert,David,AZ,Republican,10000
CVS,Guthrie,Brett,KY,Republican,10000
CVS,Pallone,Frank,NJ,Democrat,10000
CVS,Kelly,Mike,PA,Republican,10000
CVS,Smith,Jason,MO,Republican,10000
CVS,Jeffries,Hakeem,NY,Democrat,10000
CVS,Bilirakis,Gus,FL,Republican,10000
CVS,Burlison,Eric,MO,Republican,10000
CVS,Sewell,Terri,AL,Democrat,10000
CVS,Craig,Angie,MN,Democrat,8500
CVS,Magaziner,Seth,RI,Democrat,8500
CVS,Feenstra,Randy,IA,Republican,7500
CVS,Scott,Rick,FL,Republican,7500
CVS,Buchanan,Vern,FL,Republican,7500
CVS,Fischbach,Michelle,MN,Republican,7500
CVS,Barrasso,John,WY,Republican,7500
CVS,DelBene,Suzan,WA,Democrat,7500
CVS,Moore,Blake,UT,Republican,7500
CVS,Johnson,Henry,GA,Democrat,7500
CVS,Johnson,Ron,WI,Republican,7500
CVS,Johnson,Mike,LA,Republican,7500
CVS,Johnson,Dusty,SD,Republican,7500
CVS,Johnson,Julie,TX,Democrat,7500
CVS,Wagner,Ann,MO,Republican,5000
CVS,Soto,Darren,FL,Democrat,5000
CVS,Raskin,Jamie,MD,Democrat,5000
CVS,Lee,Susie,NV,Democrat,5000
CVS,Horsford,Steven,NV,Democrat,5000
DAL,Moore,Blake,UT,Republican,15000
DAL,McBath,Lucy,GA,Democrat,10000
DAL,James,John,MI,Republican,10000
DAL,Rouzer,David,NC,Republican,10000
DAL,Daines,Steve,MT,Republican,10000
DAL,Fischbach,Michelle,MN,Republican,10000
DAL,Huizenga,Bill,MI,Republican,10000
DAL,McClain,Lisa,MI,Republican,10000
DAL,Johnson,Henry,GA,Democrat,10000
DAL,Johnson,Ron,WI,Republican,10000
DAL,Johnson,Mike,LA,Republican,10000
DAL,Johnson,Dusty,SD,Republican,10000
DAL,Johnson,Julie,TX,Democrat,10000
DAL,Thompson,Bennie,MS,Democrat,10000
DAL,Thompson,Mike,CA,Democrat,10000
DAL,Thompson,Glenn,PA,Republican,10000
DAL,Neal,Richard,MA,Democrat,10000
DAL,Ricketts,Pete,NE,Republican,10000
DAL,Allen,Rick,GA,Republican,10000
DAL,Clark,Katherine,MA,Democrat,10000
DAL,Walberg,Tim,MI,Republican,10000
DAL,Stevens,Haley,MI,Democrat,10000
DAL,McCormick,Rich,GA,Republican,10000
DAL,McCormick,Dave,PA,Republican,10000
DAL,Crawford,Eric,AR,Republican,10000
DAL,McCollum,Betty,MN,Democrat,10000
DAL,Jeffries,Hakeem,NY,Democrat,10000
DAL,Stauber,Pete,MN,Republican,10000
DAL,Newhouse,Dan,WA,Republican,10000
DAL,Scalise,Steve,LA,Republican,10000
DAL,Dingell,Debbie,MI,Democrat,10000
DAL,Bergman,Jack,MI,Republican,10000
DAL,Bishop,Sanford,GA,Democrat,10000
DAL,Aguilar,Pete,CA,Democrat,10000
DAL,Meeks,Gregory,NY,Democrat,10000
DAL,Finstad,Brad,MN,Republican,10000
DAL,Diaz-Balart,Mario,FL,Republican,10000
DAL,Loudermilk,Barry,GA,Republican,10000
DAL,Moolenaar,John,MI,Republican,10000
DAL,Larsen,Rick,WA,Democrat,8000
DAL,Pallone,Frank,NJ,Democrat,7500
DAL,Scott,Austin,GA,Republican,7500
DAL,Gimenez,Carlos,FL,Republican,7500
DAL,Fischer,Deb,NE,Republican,7500
DAL,Brownley,Julia,CA,Democrat,7500
DAL,DelBene,Suzan,WA,Democrat,7500
DD,McClellan,Jennifer,VA,Democrat,10000
DD,Wittman,Robert,VA,Republican,10000
DD,Blunt Rochester,Lisa,DE,Democrat,7500
DD,Miller-Meeks,Mariannette,IA,Republican,4000
DD,Smith,Jason,MO,Republican,2000
DD,Husted,Jon,OH,Republican,1000
DD,Walberg,Tim,MI,Republican,1000
DD,Huffman,Jared,CA,Democrat,500
DD,Griffith,H.,VA,Republican,400
DE,Bacon,Don,NE,Republican,10000
DE,Feenstra,Randy,IA,Republican,10000
DE,Panetta,Jimmy,CA,Democrat,10000
DE,Valadao,David,CA,Republican,10000
DE,Jeffries,Hakeem,NY,Democrat,10000
DE,Larsen,Rick,WA,Democrat,10000
DE,Costa,Jim,CA,Democrat,10000
DE,Bost,Mike,IL,Republican,10000
DE,Craig,Angie,MN,Democrat,10000
DE,Scalise,Steve,LA,Republican,10000
DE,Hinson,Ashley,IA,Republican,10000
DE,Thompson,Bennie,MS,Democrat,10000
DE,Thompson,Mike,CA,Democrat,10000
DE,Thompson,Glenn,PA,Republican,10000
DE,DelBene,Suzan,WA,Democrat,10000
DE,Kelly,Robin,IL,Democrat,10000
DE,Miller-Meeks,Mariannette,IA,Republican,10000
DE,Johnson,Henry,GA,Democrat,10000
DE,Johnson,Ron,WI,Republican,10000
DE,Johnson,Mike,LA,Republican,10000
DE,Johnson,Dusty,SD,Republican,10000
DE,Johnson,Julie,TX,Democrat,10000
DE,Smith,Jason,MO,Republican,10000
DE,Newhouse,Dan,WA,Republican,7500
DE,Fischbach,Michelle,MN,Republican,7500
DE,Moore,Blake,UT,Republican,7500
DE,Fischer,Deb,NE,Republican,7500
DE,Finstad,Brad,MN,Republican,7500
DE,Westerman,Bruce,AR,Republican,5000
DE,Sewell,Terri,AL,Democrat,5000
DE,Moreno,Bernie,OH,Republican,5000
DE,Curtis,John,UT,Republican,5000
DE,Estes,Ron,KS,Republican,5000
DE,Neal,Richard,MA,Democrat,5000
DE,Smucker,Lloyd,PA,Republican,5000
DE,Obernolte,Jay,CA,Republican,5000
DE,Schneider,Bradley,IL,Democrat,5000
DE,Arrington,Jodey,TX,Republican,5000
DE,Sanders,Bernard,VT,Independent,5000
DE,Foxx,Virginia,NC,Republican,5000
DE,Sheehy,Tim,MT,Republican,5000
DE,Bishop,Sanford,GA,Democrat,5000
DE,Huizenga,Bill,MI,Republican,5000
DE,Cuellar,Henry,TX,Democrat,5000
DE,Blunt Rochester,Lisa,DE,Democrat,5000
DE,Tillis,Thom,NC,Republican,5000
DE,McClain,Lisa,MI,Republican,5000
DE,Armstrong,Alan,OK,Republican,5000
DE,Smith,Adrian,NE,Republican,5000
DE,Ciscomani,Juan,AZ,Republican,5000
DE,Scott,Austin,GA,Republican,5000
DE,Pallone,Frank,NJ,Democrat,5000
DE,Baumgartner,Michael,WA,Republican,2500
DELL,Moore,Blake,UT,Republican,15000
DELL,Horsford,Steven,NV,Democrat,10000
DELL,Carter,John,TX,Republican,10000
DELL,Sewell,Terri,AL,Democrat,10000
DELL,Johnson,Henry,GA,Democrat,10000
DELL,Johnson,Ron,WI,Republican,10000
DELL,Johnson,Mike,LA,Republican,10000
DELL,Johnson,Dusty,SD,Republican,10000
DELL,Johnson,Julie,TX,Democrat,10000
DELL,Issa,Darrell,CA,Republican,10000
DELL,Lee,Susie,NV,Democrat,10000
DELL,Clyburn,James,SC,Democrat,10000
DELL,Sessions,Pete,TX,Republican,10000
DELL,Barrasso,John,WY,Republican,10000
DELL,Clark,Katherine,MA,Democrat,10000
DELL,Smith,Jason,MO,Republican,10000
DELL,Gonzalez,Vicente,TX,Democrat,10000
DELL,Neal,Richard,MA,Democrat,10000
DELL,Vasquez,Gabriel (Gabe),NM,Democrat,10000
DELL,Craig,Angie,MN,Democrat,9500
DELL,Lofgren,Zoe,CA,Democrat,9000
DELL,Meeks,Gregory,NY,Democrat,9000
DELL,Neguse,Joe,CO,Democrat,8500
DELL,Arrington,Jodey,TX,Republican,8500
DELL,Garcia,Sylvia,TX,Democrat,8500
DELL,Fletcher,Lizzie,TX,Democrat,8500
DELL,Frankel,Lois,FL,Democrat,7500
DELL,Salinas,Andrea,OR,Democrat,7500
DELL,Dingell,Debbie,MI,Democrat,7500
DELL,Heinrich,Martin,NM,Democrat,7500
DELL,Blunt Rochester,Lisa,DE,Democrat,7500
DELL,Houlahan,Chrissy,PA,Democrat,7500
DELL,Espaillat,Adriano,NY,Democrat,7500
DELL,Aguilar,Pete,CA,Democrat,7500
DELL,Thompson,Bennie,MS,Democrat,7500
DELL,Thompson,Mike,CA,Democrat,7500
DELL,Thompson,Glenn,PA,Republican,7500
DELL,Sykes,Emilia,OH,Democrat,7500
DELL,Kelly,Robin,IL,Democrat,7500
DELL,Roy,Chip,TX,Republican,7000
DELL,Lankford,James,OK,Republican,7000
DELL,Ellzey,Jake,TX,Republican,7000
DELL,Feenstra,Randy,IA,Republican,6000
DELL,Fitzpatrick,Brian,PA,Republican,6000
DELL,Mace,Nancy,SC,Republican,6000
DELL,Moran,Nathaniel,TX,Republican,6000
DGX,Pallone,Frank,NJ,Democrat,10000
DGX,Tillis,Thom,NC,Republican,7500
DGX,Guthrie,Brett,KY,Republican,7500
DGX,Joyce,John,PA,Republican,5000
DGX,Neal,Richard,MA,Democrat,5000
DGX,Smith,Jason,MO,Republican,5000
DGX,Peters,Scott,CA,Democrat,5000
DGX,Bilirakis,Gus,FL,Republican,5000
DGX,Rosen,Jacky,NV,Democrat,4000
DGX,Fletcher,Lizzie,TX,Democrat,3500
DGX,Heinrich,Martin,NM,Democrat,3500
DGX,Dunn,Neal,FL,Republican,3500
DGX,Fitzpatrick,Brian,PA,Republican,3500
DGX,Baldwin,Tammy,WI,Democrat,3000
DGX,Horsford,Steven,NV,Democrat,2500
DGX,Trahan,Lori,MA,Democrat,2500
DGX,Cassidy,Bill,LA,Republican,2500
DGX,DeGette,Diana,CO,Democrat,2500
DGX,Thune,John,SD,Republican,2500
DGX,McConnell,Mitch,KY,Republican,2500
DGX,Gottheimer,Josh,NJ,Democrat,2000
DGX,Watson Coleman,Bonnie,NJ,Democrat,2000
DGX,Sewell,Terri,AL,Democrat,2000
DGX,Smith,Tina,MN,Democrat,2000
DGX,Pou,Nellie,NJ,Democrat,2000
DGX,Schweikert,David,AZ,Republican,1000
DGX,Kelly,Mike,PA,Republican,1000
DGX,Crenshaw,Dan,TX,Republican,1000
DGX,Estes,Ron,KS,Republican,1000
DGX,Johnson,Henry,GA,Democrat,1000
DGX,Johnson,Ron,WI,Republican,1000
DGX,Johnson,Mike,LA,Republican,1000
DGX,Johnson,Dusty,SD,Republican,1000
DGX,Johnson,Julie,TX,Democrat,1000
DGX,Craig,Angie,MN,Democrat,1000
DGX,Houlahan,Chrissy,PA,Democrat,1000
DGX,Husted,Jon,OH,Republican,1000
DIS,Pallone,Frank,NJ,Democrat,15000
DIS,Guthrie,Brett,KY,Republican,6000
DIS,Soto,Darren,FL,Democrat,5500
DIS,Scott,Rick,FL,Republican,5000
DIS,Fischer,Deb,NE,Republican,4500
DIS,Cline,Ben,VA,Republican,4500
DIS,Moskowitz,Jared,FL,Democrat,3500
DIS,Kamlager-Dove,Sydney,CA,Democrat,3000
DIS,Lieu,Ted,CA,Democrat,3000
DIS,Diaz-Balart,Mario,FL,Republican,2500
DIS,Scalise,Steve,LA,Republican,2500
DIS,Neal,Richard,MA,Democrat,2500
DIS,Joyce,John,PA,Republican,2000
DIS,Johnson,Henry,GA,Democrat,2000
DIS,Johnson,Ron,WI,Republican,2000
DIS,Johnson,Mike,LA,Republican,2000
DIS,Johnson,Dusty,SD,Republican,2000
DIS,Johnson,Julie,TX,Democrat,2000
DIS,Webster,Daniel,FL,Republican,2000
DIS,Bilirakis,Gus,FL,Republican,2000
DIS,Hirono,Mazie,HI,Democrat,2000
DIS,Heinrich,Martin,NM,Democrat,2000
DIS,Issa,Darrell,CA,Republican,2000
DIS,Estes,Ron,KS,Republican,2000
DIS,Lee,Laurel,FL,Republican,2000
DIS,Espaillat,Adriano,NY,Democrat,2000
DIS,Bean,Aaron,FL,Republican,2000
DIS,Aguilar,Pete,CA,Democrat,2000
DIS,Blunt Rochester,Lisa,DE,Democrat,1500
DIS,Obernolte,Jay,CA,Republican,1500
DIS,Balint,Becca,VT,Democrat,1500
DIS,Calvert,Ken,CA,Republican,1000
DIS,Griffith,H.,VA,Republican,1000
DIS,Frankel,Lois,FL,Democrat,1000
DIS,Gimenez,Carlos,FL,Republican,1000
DIS,Cantwell,Maria,WA,Democrat,1000
DIS,Ross,Deborah,NC,Democrat,1000
DIS,Pfluger,August,TX,Republican,1000
DIS,Panetta,Jimmy,CA,Democrat,1000
DIS,Klobuchar,Amy,MN,Democrat,1000
DIS,Clyburn,James,SC,Democrat,1000
DIS,Feenstra,Randy,IA,Republican,1000
DIS,Kiley,Kevin,CA,Independent,1000
DIS,Wilson,Frederica,FL,Democrat,1000
DIS,Frost,Maxwell,FL,Democrat,1000
DIS,Moran,Nathaniel,TX,Republican,1000
DIS,Escobar,Veronica,TX,Democrat,1000
DIS,Ruiz,Raul,CA,Democrat,1000
DIS,Gottheimer,Josh,NJ,Democrat,1000
DIS,Hagerty,Bill,TN,Republican,1000
DIS,Trahan,Lori,MA,Democrat,1000
DOW,Barrasso,John,WY,Republican,8000
DOW,Letlow,Julia,LA,Republican,7500
DOW,Stevens,Haley,MI,Democrat,7000
DOW,Smith,Jason,MO,Republican,5000
DOW,Scalise,Steve,LA,Republican,5000
DOW,Schumer,Charles,NY,Democrat,5000
DOW,McConnell,Mitch,KY,Republican,5000
DOW,Curtis,John,UT,Republican,4500
DOW,Fitzpatrick,Brian,PA,Republican,4500
DOW,Fleischmann,Charles,TN,Republican,4000
DOW,Fletcher,Lizzie,TX,Democrat,4000
DOW,Huffman,Jared,CA,Democrat,4000
DOW,Dingell,Debbie,MI,Democrat,3000
DOW,Peters,Scott,CA,Democrat,3000
DOW,Simpson,Michael,ID,Republican,3000
DOW,Warner,Mark,VA,Democrat,3000
DOW,Sykes,Emilia,OH,Democrat,3000
DOW,Blunt Rochester,Lisa,DE,Democrat,2500
DOW,Daines,Steve,MT,Republican,2500
DOW,Jeffries,Hakeem,NY,Democrat,2500
DOW,Westerman,Bruce,AR,Republican,2500
DOW,Cornyn,John,TX,Republican,2500
DOW,Thune,John,SD,Republican,2500
DOW,Fitzgerald,Scott,WI,Republican,2500
DOW,Smith,Adrian,NE,Republican,2000
DVN,McCormick,Rich,GA,Republican,5000
DVN,McCormick,Dave,PA,Republican,5000
DVN,Justice,Jim,WV,Republican,5000
DVN,Barrasso,John,WY,Republican,5000
DVN,Curtis,John,UT,Republican,5000
DVN,Veasey,Marc,TX,Democrat,5000
DVN,James,John,MI,Republican,5000
DVN,Gottheimer,Josh,NJ,Democrat,5000
DVN,Cuellar,Henry,TX,Democrat,5000
DVN,Moreno,Bernie,OH,Republican,5000
DVN,Gonzalez,Vicente,TX,Democrat,5000
DVN,Cassidy,Bill,LA,Republican,5000
DVN,Sheehy,Tim,MT,Republican,5000
DVN,Armstrong,Alan,OK,Republican,5000
DVN,Westerman,Bruce,AR,Republican,5000
DVN,Smith,Jason,MO,Republican,5000
DVN,Costa,Jim,CA,Democrat,5000
DVN,Fedorchak,Julie,ND,Republican,3800
DVN,Pfluger,August,TX,Republican,2500
DVN,Crenshaw,Dan,TX,Republican,2500
DVN,Johnson,Henry,GA,Democrat,2500
DVN,Johnson,Ron,WI,Republican,2500
DVN,Johnson,Mike,LA,Republican,2500
DVN,Johnson,Dusty,SD,Republican,2500
DVN,Johnson,Julie,TX,Democrat,2500
DVN,Garcia,Sylvia,TX,Democrat,2500
DVN,Fletcher,Lizzie,TX,Democrat,2500
DVN,Ricketts,Pete,NE,Republican,1000
ECL,McCollum,Betty,MN,Democrat,8000
ECL,Craig,Angie,MN,Democrat,7000
ECL,Pallone,Frank,NJ,Democrat,6000
ECL,Schneider,Bradley,IL,Democrat,5000
ECL,Barrasso,John,WY,Republican,5000
ECL,Scanlon,Mary,PA,Democrat,4000
ECL,Stauber,Pete,MN,Republican,4000
ECL,Smith,Jason,MO,Republican,3500
ECL,Fischbach,Michelle,MN,Republican,3000
ECL,Scalise,Steve,LA,Republican,2500
ECL,Thompson,Bennie,MS,Democrat,2500
ECL,Thompson,Mike,CA,Democrat,2500
ECL,Thompson,Glenn,PA,Republican,2500
ECL,Guthrie,Brett,KY,Republican,2500
ECL,Veasey,Marc,TX,Democrat,2000
ECL,Pfluger,August,TX,Republican,2000
ECL,Sewell,Terri,AL,Democrat,2000
ECL,Cassidy,Bill,LA,Republican,2000
ECL,Fletcher,Lizzie,TX,Democrat,2000
ECL,Soto,Darren,FL,Democrat,2000
ECL,Foster,Bill,IL,Democrat,2000
ECL,Carter,Troy,LA,Democrat,2000
ECL,Simpson,Michael,ID,Republican,2000
ECL,Newhouse,Dan,WA,Republican,2000
ECL,Adams,Alma,NC,Democrat,1000
ECL,Blunt Rochester,Lisa,DE,Democrat,1000
ECL,Johnson,Henry,GA,Democrat,1000
ECL,Johnson,Ron,WI,Republican,1000
ECL,Johnson,Mike,LA,Republican,1000
